0,1,80,80,80,80
0,2,80,80,80,80
0,3,80,80,80,80
0,4,80,80,80,80
0,5,80,80,80,80
0,6,80,80,80,80
0,7,80,80,80,80
0,8,80,80,80,80
0,10,80,80,80,80
0,11,80,80,80,80
0,12,80,80,80,80
0,13,80,80,80,80
0,17,80,80,80,80
0,19,80,80,80,80
0,21,80,80,80,80
0,31,80,80,80,80
1,2,80,80,80,80
1,3,80,80,80,80
1,7,80,80,80,80
1,13,80,80,80,80
1,17,80,80,80,80
1,19,80,80,80,80
1,21,80,80,80,80
1,30,80,80,80,80
2,3,80,80,80,80
2,7,80,80,80,80
2,8,80,80,80,80
2,9,80,80,80,80
2,13,80,80,80,80
2,27,80,80,80,80
2,28,80,80,80,80
2,32,80,80,80,80
3,7,80,80,80,80
3,12,80,80,80,80
3,13,80,80,80,80
4,6,80,80,80,80
4,10,80,80,80,80
5,6,80,80,80,80
5,10,80,80,80,80
5,16,80,80,80,80
6,16,80,80,80,80
8,30,80,80,80,80
8,32,80,80,80,80
8,33,80,80,80,80
9,33,80,80,80,80
13,33,80,80,80,80
14,32,80,80,80,80
14,33,80,80,80,80
15,32,80,80,80,80
15,33,80,80,80,80
18,32,80,80,80,80
18,33,80,80,80,80
19,33,80,80,80,80
20,32,80,80,80,80
20,33,80,80,80,80
22,32,80,80,80,80
22,33,80,80,80,80
23,25,80,80,80,80
23,27,80,80,80,80
23,29,80,80,80,80
23,32,80,80,80,80
23,33,80,80,80,80
24,25,80,80,80,80
24,27,80,80,80,80
24,31,80,80,80,80
25,31,80,80,80,80
26,29,80,80,80,80
26,33,80,80,80,80
27,33,80,80,80,80
28,31,80,80,80,80
28,33,80,80,80,80
29,32,80,80,80,80
29,33,80,80,80,80
30,32,80,80,80,80
30,33,80,80,80,80
31,32,80,80,80,80
31,33,80,80,80,80
32,33,80,80,80,80
