0,1,144,144,144,80
0,2,144,144,144,80
0,3,144,144,144,80
0,4,144,144,144,80
0,5,144,144,144,80
0,6,144,144,144,80
0,7,144,144,144,80
0,8,144,144,144,80
0,10,144,144,144,80
0,11,144,144,144,80
0,12,144,144,144,80
0,13,144,144,144,80
0,17,144,144,144,80
0,19,144,144,144,80
0,21,144,144,144,80
0,31,144,144,144,80
1,2,144,144,144,80
1,3,144,144,144,80
1,7,144,144,144,80
1,13,144,144,144,80
1,17,144,144,144,80
1,19,144,144,144,80
1,21,144,144,144,80
1,30,144,144,144,80
2,3,144,144,144,80
2,7,144,144,144,80
2,8,144,144,144,80
2,9,144,144,144,80
2,13,144,144,144,80
2,27,144,144,144,80
2,28,144,144,144,80
2,32,144,144,144,80
3,7,144,144,144,80
3,12,144,144,144,80
3,13,144,144,144,80
4,6,144,144,144,80
4,10,144,144,144,80
5,6,144,144,144,80
5,10,144,144,144,80
5,16,144,144,144,80
6,16,144,144,144,80
8,30,144,144,144,80
8,32,144,144,144,80
8,33,144,144,144,80
9,33,144,144,144,80
13,33,144,144,144,80
14,32,144,144,144,80
14,33,144,144,144,80
15,32,144,144,144,80
15,33,144,144,144,80
18,32,144,144,144,80
18,33,144,144,144,80
19,33,144,144,144,80
20,32,144,144,144,80
20,33,144,144,144,80
22,32,144,144,144,80
22,33,144,144,144,80
23,25,144,144,144,80
23,27,144,144,144,80
23,29,144,144,144,80
23,32,144,144,144,80
23,33,144,144,144,80
24,25,144,144,144,80
24,27,144,144,144,80
24,31,144,144,144,80
25,31,144,144,144,80
26,29,144,144,144,80
26,33,144,144,144,80
27,33,144,144,144,80
28,31,144,144,144,80
28,33,144,144,144,80
29,32,144,144,144,80
29,33,144,144,144,80
30,32,144,144,144,80
30,33,144,144,144,80
31,32,144,144,144,80
31,33,144,144,144,80
32,33,144,144,144,80
